"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","biotype"
"ENSG00000162433",615.469367898025,0.310280424100831,0.188785902266523,1.64355717442707,0.100267706184564,0.53366117605984,"AK4","protein_coding"
"ENSG00000213625",955.635504373902,-0.30508979780432,0.201861283028601,-1.5113834274059,0.130690789240767,0.579357164685704,"LEPROT","protein_coding"
"ENSG00000158966",307.382807695662,-0.344180114618474,0.257973546432722,-1.33416824855813,0.182148722848518,0.633664617037476,"CACHD1","protein_coding"
"ENSG00000203965",79.3541945585428,-0.281941316355719,0.309808664302579,-0.910049810874097,0.362796241315224,0.781258674109643,"EFCAB7","protein_coding"
"ENSG00000153898",65.352021162662,0.862157829286309,0.483646492150777,1.78261983344961,0.0746482090406924,0.49069498844331,"MCOLN2","protein_coding"
"ENSG00000117069",44.3413056972999,-0.726602643406028,0.6356225138577,-1.14313547359447,0.252982347953111,0.696713892480672,"ST6GALNAC5","protein_coding"
"ENSG00000125703",73.2822168352054,-0.298176847354674,0.29813399222115,-1.00014374453985,0.317240948921727,0.751352337537705,"ATG4C","protein_coding"
"ENSG00000162618",107.65015443485,-0.384599502727012,0.320988009683948,-1.19817404739104,0.23084926660746,0.676591073958255,"ADGRL4","protein_coding"
"ENSG00000137941",267.692546314882,-0.433940189518438,0.319639271152085,-1.3575934770292,0.174592713919532,0.625786498519459,"TTLL7","protein_coding"
"ENSG00000286548",5.61002537373067,0.41093969818592,0.430676130922568,0.954173376884458,0.339995888534509,0.765811811457698,"ENSG00000286548",NA
"ENSG00000066135",345.7840514084,0.243371513157523,0.13497073823042,1.803142787454,0.0713657929015832,0.483760350259015,"KDM4A","protein_coding"
"ENSG00000117174",264.533827806512,-0.199575524073482,0.199284172676365,-1.00146198964626,0.316603507666386,0.750961422051001,"ZNHIT6","protein_coding"
"ENSG00000184313",57.2040313398783,-0.329143428160533,0.496181996028403,-0.663352219135521,0.507104999784875,0.857296770689063,"MROH7","protein_coding"
"ENSG00000122420",33.9109248721253,-1.31193326448195,0.714471503038227,-1.83622895931198,0.066323801379206,0.472933639057004,"PTGFR","protein_coding"
"ENSG00000143013",918.468620216259,-0.476632998758364,0.261394152720941,-1.82342639954616,0.0682388349421923,0.477240603119104,"LMO4","protein_coding"
"ENSG00000226084",647.880213804428,1.08557822329692,0.269142797899215,4.03346562408639,5.49602239283533e-05,0.0322570619063478,"ENSG00000226084","processed_pseudogene"
"ENSG00000134748",446.853916198124,0.0723783094751829,0.15640121602295,0.462773316702106,0.643526859384277,0.906914956284468,"PRPF38A","protein_coding"
"ENSG00000142892",292.316996961941,-0.214649302342495,0.308242633277368,-0.696364743774251,0.486200436522815,0.848116271599249,"PIGK","protein_coding"
"ENSG00000116641",445.912201938683,0.1412189363486,0.157140522437878,0.898679310452389,0.368823500371499,0.783575883009057,"DOCK7","protein_coding"
"ENSG00000172260",130.861112028004,-0.441868968062247,0.403358870170909,-1.09547353669208,0.273309232963248,0.714479950893638,"NEGR1","protein_coding"
"ENSG00000137944",264.742807683131,0.00301162174482543,0.238206247519956,0.0126429167000464,0.989912680694038,0.998070928142641,"KYAT3","protein_coding"
"ENSG00000182183",6.95100290348172,-0.322280538660234,0.570977590191753,-0.564436405554904,0.572457168553549,0.881940943352969,"FAM159A","protein_coding"
"ENSG00000067334",381.470789533852,-0.126663593022828,0.223809375789682,-0.565944087802003,0.571431789747353,0.881940943352969,"DNTTIP2","protein_coding"
"ENSG00000142949",12283.815488133,-0.197534491364332,0.310148894486308,-0.636902129512677,0.524188595585759,0.865335832619114,"PTPRF","protein_coding"
"ENSG00000232882",18.8601564662966,-0.0109690491049902,0.322914354720092,-0.0339689113991181,0.972901941496863,0.995209549969933,"PHKA1P1","processed_pseudogene"
"ENSG00000171502",34.0978137446171,-0.194400103048021,0.459752537991587,-0.422836389108912,0.672414636051218,0.917027478818596,"COL24A1","protein_coding"
"ENSG00000116157",86.3249012734652,-0.345416130970311,0.301591863702749,-1.14530984599358,0.252080828779995,0.695863590992006,"GPX7","protein_coding"
"ENSG00000143036",244.223843623798,0.095926798049077,0.165343246373769,0.580167621919244,0.561801585793645,0.879339876377984,"SLC44A3","protein_coding"
"ENSG00000065243",448.398291113161,-0.0957753322736013,0.276501846072708,-0.346382252538078,0.729055460985427,0.93158399768797,"PKN2","protein_coding"
"ENSG00000117528",480.28489582077,-0.239683725453312,0.217286945700896,-1.10307466783231,0.269994740716306,0.711413366548941,"ABCD3","protein_coding"
"ENSG00000036549",464.277693031722,0.2426509109707,0.189210984941571,1.28243564212528,0.199689867831448,0.651759424670351,"ZZZ3","protein_coding"
"ENSG00000283761",9.71539569771429,1.06624648486914,0.422699930049329,2.52246666978323,0.0116534993168225,0.269560618125786,"ENSG00000283761",NA
"ENSG00000189433",10.7243979484969,-1.8980492399762,0.669048223994118,-2.83693935938598,0.0045548262008801,0.191781697456177,"GJB4","protein_coding"
"ENSG00000233514",16.8238769115262,-0.161741127011767,0.340120020918308,-0.47554132971965,0.634401182159095,0.903597141375857,"ENSG00000233514","processed_pseudogene"
"ENSG00000127124",460.48715252494,-0.0908052457320027,0.353575169083726,-0.256820200262706,0.797317575412307,0.951999692466215,"HIVEP3","protein_coding"
"ENSG00000266993",7.03984428554728,-0.105789162084125,0.570472469994579,-0.185441309876234,0.852882909670414,0.964926764994461,"ENSG00000266993","antisense"
"ENSG00000137936",172.924763965486,-0.407434490802768,0.290988244993932,-1.40017508546184,0.161460894688181,0.612268180996522,"BCAR3","protein_coding"
"ENSG00000235308",4.31408115041897,0.895050143197331,0.52430609053877,1.70711376302646,0.0878009094856362,0.514344280186289,"ENSG00000235308","processed_pseudogene"
"ENSG00000226745",5.68190596156006,-0.907000893984878,0.641106949322345,-1.4147419474139,0.157144170598615,0.607420007153255,"ENSG00000226745","processed_pseudogene"
"ENSG00000117519",1676.30584076183,-0.433993282071792,0.292970724984495,-1.48135374991737,0.138512332389171,0.587672811513926,"CNN3","protein_coding"
"ENSG00000134215",93.0795139385977,-0.891149528462335,0.355071898470327,-2.5097720554667,0.0120809116639666,0.272843024632398,"VAV3","protein_coding"
"ENSG00000228502",222.424560901104,-0.225559801752867,0.1910354862354,-1.18072200195792,0.237713178101866,0.681576424391638,"EEF1A1P11","processed_pseudogene"
"ENSG00000188641",284.158568228851,-0.23245213845088,0.264871499113668,-0.877603438757014,0.380158962489196,0.790545115743306,"DPYD","protein_coding"
"ENSG00000152078",150.897370835058,-0.0468239302824115,0.46205983363104,-0.101337374241019,0.919282648533178,0.983625147287068,"TMEM56","protein_coding"
"ENSG00000171492",192.833460943017,0.395368311913971,0.211963598074174,1.86526514696933,0.0621442479149995,0.463638697233977,"LRRC8D","protein_coding"
"ENSG00000170989",155.898053557159,-0.495278606245447,0.314010882700462,-1.5772657367353,0.11473439275583,0.556753292357016,"S1PR1","protein_coding"
"ENSG00000116299",7215.0966502126,0.4182109780993,0.312595304780704,1.3378671134958,0.180939759238669,0.632355886080738,"KIAA1324","protein_coding"
"ENSG00000137962",769.164118500867,0.177143311300435,0.283998916054924,0.623746434532787,0.532794122782209,0.869407882755615,"ARHGAP29","protein_coding"
"ENSG00000260464",11.4580465271179,0.328170022090546,0.471029825212231,0.696707521530475,0.485985850724849,0.847949445672174,"ENSG00000260464","lincRNA"
"ENSG00000079739",991.660473102441,-0.197326109143196,0.12817361753845,-1.53952203997053,0.123676901489403,0.568566387099601,"PGM1","protein_coding"
"ENSG00000117154",70.550417512597,0.283053171114209,0.556726065192338,0.508424499608115,0.611155674883372,0.895843647514261,"IGSF21","protein_coding"
"ENSG00000162377",148.583647245619,0.245020074817308,0.176045562316327,1.39179921148506,0.163983208826779,0.61486024886336,"COA7","protein_coding"
"ENSG00000116774",635.252386485908,-0.309999136718794,0.291464348334704,-1.06359195726678,0.287513587428518,0.726004712448636,"OLFML3","protein_coding"
"ENSG00000023909",134.120207827482,-0.385775292121315,0.266643186551698,-1.44678473547464,0.147957223292126,0.59793833990015,"GCLM","protein_coding"
"ENSG00000069702",506.907881555348,-0.25590464469435,0.279240449903062,-0.916431143063933,0.359440807171459,0.778701943015239,"TGFBR3","protein_coding"
"ENSG00000228399",17.6631871780316,0.210186119290079,0.356558079767116,0.589486345190555,0.555535069422681,0.876845108406942,"ENSG00000228399","processed_pseudogene"
"ENSG00000198198",1513.71248381089,-0.0106993848385967,0.202249310376654,-0.0529019595600646,0.957810023081424,0.991878475527447,"SZT2","protein_coding"
"ENSG00000116793",150.248432231507,0.000877676717658651,0.172137271844097,0.00509870238011877,0.995931841717275,0.999140523111955,"PHTF1","protein_coding"
"ENSG00000183298",72.7318996648563,-0.390350732794665,0.227624605296811,-1.7148881259373,0.08636574007346,0.512216526301552,"RPSAP19","processed_pseudogene"
"ENSG00000234332",10.9481147597891,-0.877920636043397,0.368479588638562,-2.38254889310718,0.0171932486551808,0.310573921609216,"BCAS2P2","processed_pseudogene"
"ENSG00000117525",1914.11185046031,0.950355309781763,0.294245719276788,3.2298016505307,0.00123876126308758,0.121117164432243,"F3","protein_coding"
"ENSG00000162692",170.048222176343,-0.554216417787372,0.43339479882892,-1.27877957761589,0.200974687505193,0.652464041508456,"VCAM1","protein_coding"
"ENSG00000203914",91.9319365168659,0.156579142899301,0.40074798526891,0.390717230416601,0.69600626126087,0.924914240493972,"HSP90B3P","processed_pseudogene"
"ENSG00000228057",67.2971686499754,-0.250339158854038,0.296029633089053,-0.845655741426163,0.397744819919965,0.80058643468623,"SEC63P1","processed_pseudogene"
"ENSG00000181656",9.58110075603678,-1.07794703697546,0.566588897875663,-1.90252057711871,0.0571031313427353,0.450531445515099,"GPR88","protein_coding"
"ENSG00000122481",36.2909574373602,0.108192251119656,0.27905864801998,0.387704347768179,0.698234837933329,0.92542275655618,"RWDD3","protein_coding"
"ENSG00000198162",524.250050819762,-0.0518930608726023,0.251431869464434,-0.206390148484907,0.836486165551634,0.96244641055502,"MAN1A2","protein_coding"
"ENSG00000171517",322.716591193171,-0.131704694337,0.495649019236452,-0.265721688584981,0.790453558624302,0.95007975068436,"LPAR3","protein_coding"
"ENSG00000228852",5.91938321992656,1.28629723755891,0.431311448932246,2.98229328422249,0.00286097781346954,0.160718348036767,"ENSG00000228852","antisense"
"ENSG00000143079",407.553993485416,-0.0901632799867295,0.206971919631286,-0.435630495901825,0.663104841089499,0.913703626616047,"CTTNBP2NL","protein_coding"
"ENSG00000232450",6.3720225734021,0.210677325701286,0.393599864908604,0.535257616895288,0.592471729567742,0.887418035424516,"ENSG00000232450","transcribed_processed_pseudogene"
"ENSG00000173947",187.247598075349,-0.227517288735377,0.348798155545215,-0.652289254166895,0.514214590903648,0.861038666739354,"PIFO","protein_coding"
"ENSG00000134198",246.16479070782,-0.724093512960997,0.355531821492261,-2.03664895570187,0.0416852331375906,0.410899963707646,"TSPAN2","protein_coding"
"ENSG00000117620",434.849469920255,-0.0120439167473163,0.266801373589201,-0.0451418843362498,0.963994216560229,0.993485534321849,"SLC35A3","protein_coding"
"ENSG00000162688",365.790583043573,-0.0395427431086846,0.280786136739118,-0.140828687512533,0.888005279553538,0.975202686068645,"AGL","protein_coding"
"ENSG00000197106",12.5809740186626,-0.482888550199277,0.603558563719535,-0.800069088943734,0.423670769306251,0.817243694016551,"SLC6A17","protein_coding"
"ENSG00000185946",225.028925026503,0.347524763444391,0.211829041451425,1.64059073799889,0.100882398895596,0.534867506974849,"RNPC3","protein_coding"
"ENSG00000162627",114.426200576358,-0.497958283697456,0.283387763226886,-1.75716226426749,0.0788901552700169,0.498155921782505,"SNX7","protein_coding"
"ENSG00000226715",15.6997593658879,0.824531460070088,0.393218812109603,2.09687694148332,0.0360044702244805,0.393896869842224,"ENSG00000226715","lincRNA"
"ENSG00000162695",362.90548274587,0.197363252070738,0.3202259661306,0.616324948459194,0.53768007611664,0.870304961796067,"SLC30A7","protein_coding"
"ENSG00000265808",547.38672222877,0.032098504612785,0.161799031696581,0.198385022927571,0.842743834544484,0.963199318680518,"SEC22B","protein_coding"
